audio_filename,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog
00_000066.wav,0.0516655258834362,0.44104012846946716,0.7231305837631226,0.0,0.007765317801386118,0.11360753327608109,0.005136644933372736,0.0038079542573541403,0.0,0.18385598063468933,0.001365393865853548,0.002896674908697605,0.0008597220876254141,0.0,0.029183279722929,0.00446055643260479,0.02232171781361103,0.0038673460949212313,0.0,0.012105070054531097,0.0012172965798527002,0.008169367909431458,0.0,0.017456257715821266,0.0008123310399241745,0.005315023008733988,0.0014673758996650577,0.0,0.004319735337048769,0.7231305837631226,0.11360753327608109,0.18385598063468933,0.002896674908697605,0.029183279722929,0.012105070054531097,0.017456257715821266,0.004319735337048769
00_000118.wav,0.18127627670764923,0.408930242061615,0.1922779232263565,0.0,0.010603734292089939,0.0034905639477074146,0.0004586422583088279,0.0011339321499690413,0.0,0.03344092518091202,0.005503685679286718,0.03155633062124252,0.003009659703820944,0.0,0.015970971435308456,0.006883908528834581,0.009941250085830688,0.00022433066624216735,0.0,0.0027899735141545534,0.0101128239184618,0.0041168988682329655,0.0,0.6633322834968567,0.05221930146217346,0.01828525960445404,0.0032687545754015446,0.0,0.000509117788169533,0.408930242061615,0.010603734292089939,0.03344092518091202,0.03155633062124252,0.015970971435308456,0.0101128239184618,0.6633322834968567,0.000509117788169533
00_000275.wav,0.11931133270263672,0.47061148285865784,0.6531807780265808,0.0,0.046424463391304016,0.00910397432744503,0.0016499150078743696,0.010535281151533127,0.0,0.152164027094841,0.002514816354960203,0.05298871546983719,0.01830952800810337,0.0,0.01231041643768549,0.005537959281355143,0.0023794148582965136,0.01481596753001213,0.0,0.0007375410641543567,0.0031894275452941656,0.012552573345601559,0.0,0.1519325077533722,0.007428637705743313,0.002085315063595772,0.000827013747766614,0.0,0.03380956873297691,0.6531807780265808,0.046424463391304016,0.152164027094841,0.05298871546983719,0.01481596753001213,0.012552573345601559,0.1519325077533722,0.03380956873297691
00_000277.wav,0.03706960380077362,0.15928426384925842,0.027591651305556297,0.0,0.004121263977140188,0.00047591797192581,0.00012046333722537383,0.0019826849456876516,0.0,0.0036987520288676023,5.165965558262542e-05,0.00024270972062367946,0.00038384756771847606,0.0,0.07612980157136917,0.03749917447566986,0.9126739501953125,0.002328924834728241,0.0,0.0008556758402846754,0.006277015898376703,0.0002627537469379604,0.0,0.12323960661888123,0.00269022467546165,0.005124304909259081,7.923407974885777e-05,0.0,0.0011968085309490561,0.15928426384925842,0.004121263977140188,0.0036987520288676023,0.00038384756771847606,0.9126739501953125,0.006277015898376703,0.12323960661888123,0.0011968085309490561
00_000357.wav,0.10532039403915405,0.6572903394699097,0.08354068547487259,0.0,0.0015804317081347108,0.0008534985245205462,0.0008791665313765407,0.0037179244682192802,0.0,0.06940659135580063,0.00011270187678746879,0.002019435865804553,0.0007822882616892457,0.0,0.009339934214949608,0.0017258713487535715,0.010201891884207726,0.0006137726013548672,0.0,0.000849904608912766,0.008599271066486835,0.006606744602322578,0.0,0.09029991179704666,0.004067018628120422,0.008223764598369598,0.0005607216153293848,0.0,0.0003472955140750855,0.6572903394699097,0.0037179244682192802,0.06940659135580063,0.002019435865804553,0.010201891884207726,0.008599271066486835,0.09029991179704666,0.0003472955140750855
00_000436.wav,0.196918785572052,0.331248939037323,0.6315269470214844,0.0,0.07996432483196259,0.06529384106397629,0.03793996199965477,0.01482390332967043,0.0,0.15982316434383392,0.042628832161426544,0.08925353735685349,0.03935252130031586,0.0,0.002646106295287609,0.0011834710603579879,0.018282923847436905,0.056856974959373474,0.0,0.0011120995040982962,0.00038691298686899245,0.0029622609727084637,0.0,0.0026197051629424095,0.003172053722664714,0.00352202239446342,0.007118967827409506,0.0,0.0011667185463011265,0.6315269470214844,0.07996432483196259,0.15982316434383392,0.08925353735685349,0.056856974959373474,0.0029622609727084637,0.007118967827409506,0.0011667185463011265
00_000440.wav,0.025339601561427116,0.41323229670524597,0.5695800185203552,0.0,0.03386084735393524,0.06299109011888504,0.00824821088463068,0.010571369901299477,0.0,0.12209774553775787,0.05592435970902443,0.03490831330418587,0.06055585667490959,0.0,0.5623401403427124,0.01668408513069153,0.0019804236944764853,0.04766072332859039,0.0,0.01418293360620737,0.002748915459960699,0.0047767204232513905,0.0,0.38144487142562866,0.19331695139408112,0.019671639427542686,0.0033072857186198235,0.0,0.009478488005697727,0.5695800185203552,0.06299109011888504,0.12209774553775787,0.06055585667490959,0.5623401403427124,0.01418293360620737,0.38144487142562866,0.009478488005697727
00_000612.wav,0.07440263032913208,0.20468515157699585,0.3643440902233124,0.0,0.01566162332892418,0.004357810597866774,0.017999019473791122,0.028268521651625633,0.0,0.22986572980880737,0.004269982688128948,0.006038968916982412,0.0012617638567462564,0.0,0.5664538741111755,0.020093638449907303,0.020756660029292107,0.01964797079563141,0.0,0.03428548574447632,0.04313882812857628,0.00626420509070158,0.0,0.4155653119087219,0.02132224477827549,0.0191904678940773,0.009255443699657917,0.0,0.031289242208004,0.3643440902233124,0.028268521651625633,0.22986572980880737,0.006038968916982412,0.5664538741111755,0.04313882812857628,0.4155653119087219,0.031289242208004
00_000688.wav,0.26194339990615845,0.30793002247810364,0.7165110111236572,0.0,0.12070940434932709,0.06490971893072128,0.01006328221410513,0.07563740760087967,0.0,0.057542942464351654,0.011320024728775024,0.02450922131538391,0.03517292067408562,0.0,0.014776650816202164,0.0023712043184787035,0.10232912003993988,0.04783904179930687,0.0,0.00654345890507102,0.0005731142009608448,0.00716823898255825,0.0,0.011409400962293148,0.0017289615934714675,0.00040612040902487934,0.0008783173398114741,0.0,0.003106408752501011,0.7165110111236572,0.12070940434932709,0.057542942464351654,0.03517292067408562,0.10232912003993988,0.00716823898255825,0.011409400962293148,0.003106408752501011
00_000765.wav,0.07349036633968353,0.18818196654319763,0.014969151467084885,0.0,0.0009276029886677861,0.002629452385008335,0.0018580786418169737,0.12581731379032135,0.0,0.32854098081588745,0.00012762151891365647,0.0013128988211974502,0.000640399637632072,0.0,0.13807474076747894,0.0011388505809009075,0.006013022735714912,0.01383658591657877,0.0,0.004740237258374691,0.005296001676470041,0.0005729940603487194,0.0,0.6267263293266296,0.2561463713645935,0.06785238534212112,0.0031799720600247383,0.0,0.003067191457375884,0.18818196654319763,0.12581731379032135,0.32854098081588745,0.0013128988211974502,0.13807474076747894,0.005296001676470041,0.6267263293266296,0.003067191457375884
