audio_filename,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog
00_000066.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975218653678894,0.14442993700504303,0.2001071572303772,0.019664879888296127,0.19697555899620056,0.02705806866288185,0.10036677867174149,0.004266790114343166
00_000118.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445557475090027,0.061889853328466415,0.03437520191073418,0.0363970585167408,0.14965520799160004,0.02485824003815651,0.5738798975944519,0.005785256624221802
00_000275.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8401656746864319,0.1989365816116333,0.16092155873775482,0.07334989309310913,0.17621885240077972,0.011209424585103989,0.15375028550624847,0.07462839782238007
00_000277.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23552720248699188,0.01460759062319994,0.008547628298401833,0.003796318080276251,0.9632049202919006,0.004650592338293791,0.17740193009376526,0.003433900186792016
00_000357.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523048400878906,0.05779775232076645,0.08425309509038925,0.008470920845866203,0.10631488263607025,0.015915261581540108,0.3645131587982178,0.004013850819319487
00_000436.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380241394042969,0.2845837473869324,0.1716645210981369,0.2059072107076645,0.14023390412330627,0.019150778651237488,0.023048363626003265,0.004099518992006779
00_000440.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7322766184806824,0.1593078225851059,0.09956777840852737,0.09371152520179749,0.527519941329956,0.02404361590743065,0.353567510843277,0.03624281659722328
00_000612.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559638261795044,0.1578846126794815,0.22216704487800598,0.03141793981194496,0.4634377956390381,0.15243960916996002,0.4699459969997406,0.015881236642599106
00_000688.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214662313461304,0.31801915168762207,0.09580850601196289,0.10323391109704971,0.2009173333644867,0.03211362659931183,0.03905729949474335,0.011859320104122162
00_000765.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21973150968551636,0.14091534912586212,0.37379947304725647,0.022925224155187607,0.1366911083459854,0.046948306262493134,0.7032012939453125,0.02666955068707466
00_000823.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614098072052002,0.15741097927093506,0.08468155562877655,0.10011069476604462,0.10148856043815613,0.005909370258450508,0.021544357761740685,0.0011475121136754751
00_000924.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493513822555542,0.03218718618154526,0.31542977690696716,0.019018344581127167,0.3726379871368408,0.22076410055160522,0.6631532907485962,0.005670372396707535
00_000925.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558783769607544,0.26452603936195374,0.24264714121818542,0.04745090752840042,0.05782167613506317,0.012301649898290634,0.13110637664794922,0.0019118732307106256
00_000934.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3676541745662689,0.10100614279508591,0.0370330736041069,0.026893524453043938,0.4190775752067566,0.10641133785247803,0.695131242275238,0.2128734141588211
00_000970.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951125383377075,0.0679503083229065,0.08936792612075806,0.008776554837822914,0.21787211298942566,0.014296219684183598,0.25986045598983765,0.0017935537034645677
00_000985.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5711988806724548,0.20041334629058838,0.2403298020362854,0.0271745715290308,0.15869823098182678,0.03335270285606384,0.6706400513648987,0.01681419089436531
